Year,Month,Day,Max Temp,Min Temp,"['gdd', 10]","['gdd', 11]","['gdd', 12]","['gdd', 13]","['gdd', 14]","['gdd', 15]"
2010,01,30,-0.9,-5.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,01,31,-3.7,-8.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,01,-4.9,-10.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,02,-9.4,-14.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,03,-8.4,-13.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,04,-7.5,-13.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,05,-0.2,-8.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,06,0.1,-1.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,07,0.5,-1.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,08,1.3,-1.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,09,0.7,-0.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,10,2.2,-1.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,11,0.4,-5.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,12,1.4,-0.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,13,1.5,-0.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,14,-0.1,-1.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,15,-0.1,-2.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,16,0.2,-2.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,17,0.0,-2.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,18,1.0,-1.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,19,1.7,-1.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,20,0.2,-2.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,21,1.3,-2.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,22,2.3,-0.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,23,1.3,-2.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,24,-0.1,-2.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,25,-1.4,-4.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,26,-0.3,-5.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,27,-2.4,-6.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,02,28,-0.4,-2.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,01,1.9,-1.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,02,3.3,0.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,03,3.3,-0.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,04,0.1,-1.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,05,0.7,0.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,06,1.4,-0.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,07,-0.1,-5.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,08,2.9,-5.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,09,1.7,-3.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,10,1.3,-4.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,11,-1.1,-4.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,12,-2.0,-4.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,13,-0.5,-7.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,14,4.7,-6.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,15,0.9,-2.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,16,5.6,-4.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,17,5.8,-1.9,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,18,6.7,-1.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,19,6.2,-2.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,20,3.9,-3.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,21,4.7,-3.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,22,2.0,-4.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,23,3.4,-1.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,24,1.1,-1.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,25,3.9,0.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,26,10.4,1.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,27,7.3,-7.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,28,-4.1,-9.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,29,-1.6,-9.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,30,3.1,-3.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,03,31,4.2,-0.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,01,2.0,0.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,02,15.7,0.9,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,03,12.5,5.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,04,5.8,-2.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,05,9.6,-2.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,06,5.4,1.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,07,7.2,-0.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,08,7.4,-0.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,09,7.9,-1.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,10,7.7,-1.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,11,10.4,2.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,12,11.8,-0.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,13,6.6,0.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,14,2.0,-2.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,15,0.5,-1.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,16,5.2,0.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,17,5.3,3.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,18,5.0,2.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,19,5.3,0.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,20,3.8,-0.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,21,3.5,1.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,22,7.2,1.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,23,7.9,0.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,24,2.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,25,4.5,-1.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,26,12.3,-0.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,27,2.9,1.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,28,17.3,2.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,29,12.3,1.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,04,30,8.9,0.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,01,4.4,0.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,02,6.7,0.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,03,10.3,1.9,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,04,5.8,1.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,05,7.3,2.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,06,11.6,3.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,07,11.6,2.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,08,13.2,2.9,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,09,13.6,4.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,10,10.6,2.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,11,8.3,1.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,12,7.2,3.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,13,12.0,1.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,14,2.2,0.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,15,5.5,2.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,16,6.5,1.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,17,6.7,0.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,18,7.7,0.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,19,10.0,-0.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,20,16.9,5.5,1.20,0.20,0.00,0.00,0.00,0.00
2010,05,21,13.4,0.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,22,12.9,0.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,23,16.3,5.1,0.70,0.00,0.00,0.00,0.00,0.00
2010,05,24,8.6,0.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,25,8.7,0.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,26,7.9,3.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,27,7.5,2.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,28,6.2,1.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,29,8.3,2.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,30,11.4,3.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,05,31,5.4,2.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,01,9.5,2.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,02,11.4,0.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,03,13.8,0.9,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,04,9.7,4.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,05,15.5,4.7,0.10,0.00,0.00,0.00,0.00,0.00
2010,06,06,17.1,4.0,0.55,0.00,0.00,0.00,0.00,0.00
2010,06,07,19.4,4.6,2.00,1.00,0.00,0.00,0.00,0.00
2010,06,08,16.1,8.2,2.15,1.15,0.15,0.00,0.00,0.00
2010,06,09,14.0,6.7,0.35,0.00,0.00,0.00,0.00,0.00
2010,06,10,14.5,6.3,0.40,0.00,0.00,0.00,0.00,0.00
2010,06,11,21.5,7.5,4.50,3.50,2.50,1.50,0.50,0.00
2010,06,12,13.3,8.1,0.70,0.00,0.00,0.00,0.00,0.00
2010,06,13,11.5,4.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,14,13.9,5.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,15,14.3,4.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,16,8.9,4.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,17,17.8,3.7,0.75,0.00,0.00,0.00,0.00,0.00
2010,06,18,16.5,7.2,1.85,0.85,0.00,0.00,0.00,0.00
2010,06,19,15.2,5.6,0.40,0.00,0.00,0.00,0.00,0.00
2010,06,20,24.0,11.1,7.55,6.55,5.55,4.55,3.55,2.55
2010,06,21,18.8,4.9,1.85,0.85,0.00,0.00,0.00,0.00
2010,06,22,8.9,3.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,23,22.5,6.5,4.50,3.50,2.50,1.50,0.50,0.00
2010,06,24,15.9,8.1,2.00,1.00,0.00,0.00,0.00,0.00
2010,06,25,19.7,10.4,5.05,4.05,3.05,2.05,1.05,0.05
2010,06,26,21.1,9.9,5.50,4.50,3.50,2.50,1.50,0.50
2010,06,27,17.7,10.0,3.85,2.85,1.85,0.85,0.00,0.00
2010,06,28,18.4,8.2,3.30,2.30,1.30,0.30,0.00,0.00
2010,06,29,11.9,6.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,06,30,11.2,6.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,07,01,17.9,6.6,2.25,1.25,0.25,0.00,0.00,0.00
2010,07,02,18.2,9.2,3.70,2.70,1.70,0.70,0.00,0.00
2010,07,03,20.4,9.6,5.00,4.00,3.00,2.00,1.00,0.00
2010,07,04,20.1,11.5,5.80,4.80,3.80,2.80,1.80,0.80
2010,07,05,12.6,5.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,07,06,16.0,6.2,1.10,0.10,0.00,0.00,0.00,0.00
2010,07,07,16.6,7.2,1.90,0.90,0.00,0.00,0.00,0.00
2010,07,08,21.3,7.7,4.50,3.50,2.50,1.50,0.50,0.00
2010,07,09,27.3,14.5,10.90,9.90,8.90,7.90,6.90,5.90
2010,07,10,26.6,16.0,11.30,10.30,9.30,8.30,7.30,6.30
2010,07,11,23.5,18.7,11.10,10.10,9.10,8.10,7.10,6.10
2010,07,12,27.4,19.1,13.25,12.25,11.25,10.25,9.25,8.25
2010,07,13,24.7,18.0,11.35,10.35,9.35,8.35,7.35,6.35
2010,07,14,26.0,17.4,11.70,10.70,9.70,8.70,7.70,6.70
2010,07,15,21.2,10.5,5.85,4.85,3.85,2.85,1.85,0.85
2010,07,16,23.4,10.7,7.05,6.05,5.05,4.05,3.05,2.05
2010,07,17,24.9,13.2,9.05,8.05,7.05,6.05,5.05,4.05
2010,07,18,23.7,15.7,9.70,8.70,7.70,6.70,5.70,4.70
2010,07,19,26.5,16.3,11.40,10.40,9.40,8.40,7.40,6.40
2010,07,20,25.5,17.4,11.45,10.45,9.45,8.45,7.45,6.45
2010,07,21,23.9,15.6,9.75,8.75,7.75,6.75,5.75,4.75
2010,07,22,23.7,12.8,8.25,7.25,6.25,5.25,4.25,3.25
2010,07,23,15.3,11.1,3.20,2.20,1.20,0.20,0.00,0.00
2010,07,24,22.8,11.5,7.15,6.15,5.15,4.15,3.15,2.15
2010,07,25,22.1,12.4,7.25,6.25,5.25,4.25,3.25,2.25
2010,07,26,22.2,13.4,7.80,6.80,5.80,4.80,3.80,2.80
2010,07,27,20.6,11.6,6.10,5.10,4.10,3.10,2.10,1.10
2010,07,28,22.3,11.4,6.85,5.85,4.85,3.85,2.85,1.85
2010,07,29,24.6,15.2,9.90,8.90,7.90,6.90,5.90,4.90
2010,07,30,27.3,17.0,12.15,11.15,10.15,9.15,8.15,7.15
2010,07,31,23.0,17.3,10.15,9.15,8.15,7.15,6.15,5.15
2010,08,01,18.5,11.9,5.20,4.20,3.20,2.20,1.20,0.20
2010,08,02,13.4,10.8,2.10,1.10,0.10,0.00,0.00,0.00
2010,08,03,20.2,12.4,6.30,5.30,4.30,3.30,2.30,1.30
2010,08,04,23.3,14.9,9.10,8.10,7.10,6.10,5.10,4.10
2010,08,05,20.3,14.8,7.55,6.55,5.55,4.55,3.55,2.55
2010,08,06,24.0,17.1,10.55,9.55,8.55,7.55,6.55,5.55
2010,08,07,26.2,13.9,10.05,9.05,8.05,7.05,6.05,5.05
2010,08,08,21.0,12.4,6.70,5.70,4.70,3.70,2.70,1.70
2010,08,09,23.0,13.1,8.05,7.05,6.05,5.05,4.05,3.05
2010,08,10,19.2,13.4,6.30,5.30,4.30,3.30,2.30,1.30
2010,08,11,19.8,12.1,5.95,4.95,3.95,2.95,1.95,0.95
2010,08,12,13.2,10.4,1.80,0.80,0.00,0.00,0.00,0.00
2010,08,13,16.6,10.4,3.50,2.50,1.50,0.50,0.00,0.00
2010,08,14,21.8,13.0,7.40,6.40,5.40,4.40,3.40,2.40
2010,08,15,18.4,12.1,5.25,4.25,3.25,2.25,1.25,0.25
2010,08,16,14.2,12.2,3.20,2.20,1.20,0.20,0.00,0.00
2010,08,17,19.4,11.5,5.45,4.45,3.45,2.45,1.45,0.45
2010,08,18,22.3,16.1,9.20,8.20,7.20,6.20,5.20,4.20
2010,08,19,20.5,11.9,6.20,5.20,4.20,3.20,2.20,1.20
2010,08,20,15.3,11.3,3.30,2.30,1.30,0.30,0.00,0.00
2010,08,21,15.2,12.4,3.80,2.80,1.80,0.80,0.00,0.00
2010,08,22,14.5,11.0,2.75,1.75,0.75,0.00,0.00,0.00
2010,08,23,14.7,7.2,0.95,0.00,0.00,0.00,0.00,0.00
2010,08,24,16.7,6.9,1.80,0.80,0.00,0.00,0.00,0.00
2010,08,25,23.6,12.2,7.90,6.90,5.90,4.90,3.90,2.90
2010,08,26,20.3,13.5,6.90,5.90,4.90,3.90,2.90,1.90
2010,08,27,17.8,13.8,5.80,4.80,3.80,2.80,1.80,0.80
2010,08,28,21.9,13.4,7.65,6.65,5.65,4.65,3.65,2.65
2010,08,29,20.4,12.7,6.55,5.55,4.55,3.55,2.55,1.55
2010,08,30,22.7,10.5,6.60,5.60,4.60,3.60,2.60,1.60
2010,08,31,19.4,10.8,5.10,4.10,3.10,2.10,1.10,0.10
2010,09,01,19.6,12.6,6.10,5.10,4.10,3.10,2.10,1.10
2010,09,02,20.9,16.2,8.55,7.55,6.55,5.55,4.55,3.55
2010,09,03,19.5,13.4,6.45,5.45,4.45,3.45,2.45,1.45
2010,09,04,24.8,15.9,10.35,9.35,8.35,7.35,6.35,5.35
2010,09,05,25.5,16.3,10.90,9.90,8.90,7.90,6.90,5.90
2010,09,06,22.2,12.9,7.55,6.55,5.55,4.55,3.55,2.55
2010,09,07,20.7,12.8,6.75,5.75,4.75,3.75,2.75,1.75
2010,09,08,14.2,10.6,2.40,1.40,0.40,0.00,0.00,0.00
2010,09,09,14.4,10.6,2.50,1.50,0.50,0.00,0.00,0.00
2010,09,10,19.1,14.2,6.65,5.65,4.65,3.65,2.65,1.65
2010,09,11,20.4,10.8,5.60,4.60,3.60,2.60,1.60,0.60
2010,09,12,11.1,9.4,0.25,0.00,0.00,0.00,0.00,0.00
2010,09,13,11.4,9.7,0.55,0.00,0.00,0.00,0.00,0.00
2010,09,14,12.0,8.5,0.25,0.00,0.00,0.00,0.00,0.00
2010,09,15,18.1,9.6,3.85,2.85,1.85,0.85,0.00,0.00
2010,09,16,21.1,9.6,5.35,4.35,3.35,2.35,1.35,0.35
2010,09,17,18.1,12.0,5.05,4.05,3.05,2.05,1.05,0.05
2010,09,18,18.0,8.6,3.30,2.30,1.30,0.30,0.00,0.00
2010,09,19,18.4,6.6,2.50,1.50,0.50,0.00,0.00,0.00
2010,09,20,15.7,10.9,3.30,2.30,1.30,0.30,0.00,0.00
2010,09,21,15.8,7.9,1.85,0.85,0.00,0.00,0.00,0.00
2010,09,22,15.0,8.5,1.75,0.75,0.00,0.00,0.00,0.00
2010,09,23,17.7,7.2,2.45,1.45,0.45,0.00,0.00,0.00
2010,09,24,13.5,4.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,09,25,9.2,4.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,09,26,11.0,2.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,09,27,14.7,2.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,09,28,16.0,7.6,1.80,0.80,0.00,0.00,0.00,0.00
2010,09,29,20.6,15.4,8.00,7.00,6.00,5.00,4.00,3.00
2010,09,30,18.8,9.9,4.35,3.35,2.35,1.35,0.35,0.00
2010,10,01,23.1,14.2,8.65,7.65,6.65,5.65,4.65,3.65
2010,10,02,22.2,14.3,8.25,7.25,6.25,5.25,4.25,3.25
2010,10,03,15.7,7.4,1.55,0.55,0.00,0.00,0.00,0.00
2010,10,04,12.5,6.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,05,14.2,7.1,0.65,0.00,0.00,0.00,0.00,0.00
2010,10,06,10.4,2.9,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,07,12.6,2.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,08,16.8,5.8,1.30,0.30,0.00,0.00,0.00,0.00
2010,10,09,10.7,5.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,10,10.2,5.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,11,11.3,5.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,12,11.5,5.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,13,8.4,6.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,14,7.2,5.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,15,9.9,1.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,16,11.4,7.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,17,13.9,9.1,1.50,0.50,0.00,0.00,0.00,0.00
2010,10,18,11.9,5.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,19,9.7,2.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,20,8.6,2.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,21,10.5,5.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,22,16.1,6.9,1.50,0.50,0.00,0.00,0.00,0.00
2010,10,23,10.0,4.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,24,8.4,3.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,25,8.5,2.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,26,5.5,2.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,27,6.4,2.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,28,16.7,5.8,1.25,0.25,0.00,0.00,0.00,0.00
2010,10,29,13.2,10.2,1.70,0.70,0.00,0.00,0.00,0.00
2010,10,30,15.7,4.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,10,31,7.4,1.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,01,5.7,2.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,02,4.4,0.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,03,2.5,-1.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,04,6.4,1.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,05,10.6,1.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,06,16.7,7.8,2.25,1.25,0.25,0.00,0.00,0.00
2010,11,07,15.9,8.5,2.20,1.20,0.20,0.00,0.00,0.00
2010,11,08,15.0,8.6,1.80,0.80,0.00,0.00,0.00,0.00
2010,11,09,16.4,2.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,10,3.2,1.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,11,4.6,-1.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,12,7.4,-2.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,13,10.7,1.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,14,5.8,0.5,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,15,3.7,-2.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,16,5.2,-0.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,17,8.9,3.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,18,9.1,5.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,19,6.5,1.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,20,1.7,-3.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,21,-1.7,-3.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,22,-1.2,-4.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,23,3.5,-4.8,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,24,4.1,1.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,25,3.3,1.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,26,5.8,-0.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,27,7.8,1.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,28,7.8,-1.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,29,2.9,-2.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,11,30,5.8,-0.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,01,6.8,3.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,02,6.2,4.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,03,5.8,4.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,04,5.8,3.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,05,5.9,3.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,06,7.7,5.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,07,11.4,6.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,08,9.5,4.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,09,7.1,0.2,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,10,1.0,-5.1,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,11,-4.2,-7.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,12,1.3,-5.4,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,13,2.5,-6.7,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,14,4.2,-1.0,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,15,5.7,2.3,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,16,7.5,5.6,0.00,0.00,0.00,0.00,0.00,0.00
2010,12,17,8.4,4.7,0.00,0.00,0.00,0.00,0.00,0.00
